-0,007005731537307705
0,06637619721509817
0,07557699173154328
0,05450619331395108
0,10543454632014049
-0,023554151995951553
0,10247031784154727
0,08297100500695223
-0,006934758737049767
0,0768194629319403
0,006903418333908698
0,01669626047355641
-0,008337498576984924
0,03307318955793469
0,041707454218549427
0,050354831862506846
0,053402125857059286
0,041926311131577736
-0,03369515430276428
0,05376938131912622
0,016063634625559747
0,06056810837978383
0,003667442762463111
0,034332899655297705
0,058612789519041364
0,07504443022804096
0,09592155730579857
0,07808240563459201
-0,005246899664000014
0,11565586176532902
0,034845949460727506
0,08516532791883512
0,025825604829740795
0,11186754771220851
0,016475546411746585
0,07445706043371816
0,08587288911145324
-0,023561568225150268
-0,026457278107983092
0,10633867840548833
-0,027758535023818705
0,012237368052821601
0,001761002396057834
0,023238816149806964
0,06556155125921158
0,03266113439046495
0,10944613342370775
0,10445885334890782
-0,011475882657498009
-0,02183281818735699
0,10509520617052709
0,09663051950135695
0,037466826839466144
0,04728544570744506
0,09104361692544367
-0,011566365666862624
0,01639529568656892
-0,01180332382248146
0,02852953588652532
-0,012114769810537
0,04398153195851485
0,039076384862574934
0,040444236558068905
0,09222149433538525
-0,017231173496656083
0,07952447849184732
0,04062930640429879
0,0898865663852185
-0,028364379374739353
0,06508345010570493
0,007759734762403118
0,0002659723370885232
0,08863553587723912
-0,016027719826385702
0,10287232284339805
0,012059057580123494
0,011486659553062606
0,09633793560162043
0,05594880344372721
0,08345086474503595
0,016237358496436295
0,044706328153963436
0,06725157778937159
0,04543453956018454
-0,02923956962490576
0,02918746164199005
-0,016201526822868233
0,06467732905454605
-0,004279546788074186
0,044282692477164154
0,07111377526620317
-0,024780747587619896
0,030750433566498734
0,010191626953770216
0,04137464839358394
0,02766519549882451
0,1051997030962669
-0,03228166030679085
-0,016386939323406027
0,03057021665282411
0,0231999849690905
0,03197238849435969
0,006078456817410688
0,06458931412550312
0,06725924889423827
-0,03221835605529857
-0,012877221557424948
0,07690269781343008
-0,04126571706511078
0,03999491005626007
-0,04127492823075165
0,04833499369620977
0,08091959907201693
0,07267635947346603
0,0019207709088127091
0,06462871378785383
0,07252565918083251
0,0065847588988995325
0,0014391547919078503
0,07431626569440608
0,04611078161228104
-0,036983036090308875
0,08517833277118532
0,0404392429998493
0,008261384606642105
0,009618448423356624
0,07301568781607987
0,05682170473485749
0,057338420265193826
-0,0074567737744126615
-0,033514451569970925
-0,03742365134086034
0,0461543608784679
0,027614865272927083
-0,04009919391281214
-0,007490966309757384
0,05892844626544078
-0,028036659568861047
0,05466331996008357
0,011556739682206713
0,06541089594902663
0,028233155196941764
-0,033252290375812954
0,0328745452201734
0,0009674051278395225
0,07075114674498703
0,057736224600013264
0,03914396056607794
-0,03812278868643878
0,014231461996620325
-0,021144210689345147
-0,04696347820638247
0,06414758623157937
0,008261814613737676
0,04409333229201119
0,10405144683649466
0,0002608290625477454
-0,037119999107474495
-0,04377785149855593
-0,015987345242362207
0,0655073088950807
0,04289203764092453
0,030368837861377083
0,061044417622202245
-0,0003562975966475796
0,022990112513236165
0,08147817991191232
-0,0012981564538776726
-0,019720999901071023
0,07916207905023526
0,02384984159158284
-0,00901792861802824
0,07784810019137978
0,1248537772576686
0,023421069222090706
0,027326212611238833
0,015278687917861803
-0,03602186116065108
-0,06290723385473927
0,09775288018635674
-0,04428069818507427
-0,042177332653499364
0,06302483772424547
-0,03580411588758251
0,03752957136137007
0,09615521528254178
0,044075702319669244
-0,012197058389275789
0,06726170693792523
-0,04154313161270959
0,03802074107985943
-0,004224591001488559
0,1145106066644112
0,09079057264846455
0,011306263706954743
0,014976732660106379
-0,015300295097937627
0,013611269593433912
-0,026986325351019472
0,09701148971039324
0,031095744703788834
0,02009636656834066
0,03707766226367817
0,0724670567873835
0,0343789235374036
0,06514256794270872
0,07358677966340492
0,08086250612390064
0,035776939958042084
0,06966722885893262
0,0890789763192942
0,08303057738854691
0,08789066823292868
0,08944293993164695
0,11705564215544721
-0,009428944866372397
0,09077457758210376
-0,039153219685205486
0,042299014347160484
0,0031977311928938212
-0,005428358630662774
-0,02194898060233316
0,040025016281312414
0,003204342093149723
0,044249125406070906
0,08924095002795983
0,00891809156255792
0,008983131764679572
0,06319809120806921
-0,008420437096779606
0,05067636168800307
0,055468844712389886
-0,026831101813331964
0,035823918745322834
0,004739950443700245
-0,009191302731564847
0,08671173444349503
0,08078826225828224
0,08002754386630183
0,09700586117972539
0,07242153809591534
0,05637825877633659
0,08915793933542027
0,07977508207046054
0,08431620477619606
0,05000870937375509
0,05919998469778371
-0,05051402918068903
-0,014018521398368353
0,08155075714285916
0,07229704892369948
-0,001434016368023278
-0,03231694513546408
0,057920669127813254
-0,010955183916166443
0,03572216368310505
0,036387363873076776
0,09455950432105743
0,054558147710824345
0,08461797417448919
-0,020828448793476954
0,06881149146468611
0,026329514162858687
-0,02276708095831121
0,06405501660048224
0,047663981710280384
0,07237785969552644
-0,05853414031762229
0,03182251992678928
0,08497832370897168
0,050571172067499996
-0,005597092378539
0,04329680651119066
0,009831525501525825
0,06467240322639052
0,056902452914985635
0,08741361610839553
0,07030496917330625
-0,0457001772537106
0,0333447606499687
-0,01330436471223894
0,09482324936598578
-0,004525807393125656
-0,008982259328507672
0,06590758067636719
0,07093340518685352
0,03204542331885729
0,02160155266990095
0,007958608100046538
-0,032245463381192344
0,0328151501434481
-0,0033341524452017842
0,010099769048635037
0,068609367818947
0,017961954723355728
0,0863533511541078
0,03605580309111549
-0,0051124240186189605
0,04924976706727482
-0,002671456060126394
0,005811351624653992
0,02244287949169431
0,01281660438393457
0,09508595352270974
-0,015552830139950994
0,0402879799239986
0,08905681759485239
0,0822481389228751
-0,016091732938750446
0,07026266281893989
0,03321697836821324
0,0035320343047651483
0,04293911035751719
-0,020991274818906638
-0,06667239874964632
0,0740975044128726
0,0357123721010366
0,04513330723867919
0,04663449859583438
0,020096269337171936
0,014360447763835035
0,08103360773250062
0,0396983628266646
0,11592797400689123
0,10564366664229866
0,03570048194471843
0,028568704668777596
0,06817752358956636
0,05523758886857938
0,023186152084754226
-0,006248260357087776
0,07236086453268385
-0,0452074488435173
-0,015879893525998775
0,02950668180365027
0,04469333483015455
-0,0073716728349663176
0,09167182389703948
0,04199735758745667
0,027873190195069186
0,09362036940160325
0,054845265096857415
0,07356078255218884
-0,003915420746564111
0,005463474995518084
0,03295179144472399
0,039961056436602437
-0,03741446379733487
0,024927552894368536
0,08244911284577662
0,04677462022587946
0,008417508932048328
0,047637491040591146
-0,043889286181126544
0,05984722729361889
-0,026663265974543177
0,014089293266367568
0,0679208916921992
0,09071747243031837
0,022074044042548594
0,07583740675807939
0,07463288423767826
0,055050620832330525
0,010251024854361634
-0,014581996046293436
0,019500933109807363
0,09390888308335217
0,019049478408380824
0,03857649803345158
0,04263620517733825
0,061802348215751486
0,0289853215047423
0,017937676032003694
-0,04819633109734142
0,07994136508491889
-0,01736718328157642
0,1056603151277183
0,09581023606329787
-0,01853675140165664
0,08197591246870603
-0,004771249278536756
0,034174529897506495
0,0277538908956994
0,09614705908267314
0,07396062095015889
0,05217220725899863
0,04083140690571416
0,08136545834111163
0,05671776838202239
0,06500165524560003
0,012474473423447815
0,002213161102895007
0,0891092209179815
0,08380109313499375
0,0445687886186093
0,08468979722204288
0,008002788955861635
0,06162566428636364
-0,03699930124846882
-0,00775523602137434
0,003388051802893721
-0,03670591287443376
0,10178856134931116
0,10635229169321356
0,06210589917013928
0,0444889337588559
0,024746037294038327
-0,001401378617902166
-0,005795281718098533
0,01901370633228802
0,005735310051656491
0,00811752885577827
0,018314996025987705
0,02708004988779339
0,02871432107017089
-0,024833913214236922
0,05105559682262089
0,027834713631964582
0,03125108731949613
0,023362729266235952
0,10104721595280632
0,04469194805381741
0,07986758279062102
0,11995696737749216
0,029014111731720867
-0,004387351847789533
0,11805773194998526
0,06957958119701102
0,032115033128933844
0,0064340911203214935
0,018262815431974628
0,04082240687636983
0,06467738186692384
0,11152809663271569
0,08577414979171348
0,07595319470092761
0,06057542277728542
0,03820096276374249
0,08823191057642829
0,12941520405571738
0,09967070537172482
0,05232540641392854
0,05905941857183298
0,12129251004320263
0,08273648467153924
0,003431129635902303
0,017600286799451022
0,07164909154423119
-0,012072599527900827
0,11393550805770365
0,05012882548378328
0,017990096173669402
0,12289194024983612
0,09118635519576385
0,000281573000191344
0,0712360496966247
0,08964400162124617
0,02039952140095589
0,0706199699106031
0,04705864836325845
0,031171540248615442
0,0817043471624194
0,10435007695070714
0,01945843988070144
0,018119159513488605
0,05198512244099189
0,04497110957499446
0,0917297512069604
0,07922626502564269
0,11320559011928681
0,012645006813857364
0,03314046797015148
0,08499017141071226
-0,0073673584529710635
0,10782415660045346
0,11202367578087248
-0,030454354463889104
0,05016470236138656
0,08856815536791905
0,03770088028685702
0,02461120785504565
0,12680051841855178
0,055208138873553504
-0,014954729429873703
-0,014619755178855654
-0,009897054814179232
0,11242401161056971
-0,016219698216137706
0,08906898873504261
0,037392767545070364
0,01276725677746004
-0,017595981105044293
-0,03040057885605673
0,07459794160730825
0,052759383455258574
0,10778601954749757
0,0644275476662106
0,08458962051000403
0,05630174171510584
0,004157531317613571
-0,035511001008755205
0,0483301495663215
-0,01784292720914354
0,1062408938636827
-0,00843790045568864
0,05916878711542391
0,07225621561728439
0,06829169720282528
0,0074397457061645385
-0,024100024648607447
0,08046742229168433
0,03073635170460129
0,05231075919077205
-0,004663564371941321
-0,02006271342930368
0,037320126434766114
0,08241433484791022
0,034743785060952416
0,023886017578971058
0,11795591641407804
-0,006588626268098885
0,07736326179538423
-0,021158503454170335
-0,005044159772189438
-0,01208492071554183
0,08303850730688084
0,10541630575154182
-0,01034758002574574
0,011181448463820897
0,001336198988138603
0,029999387658603622
0,03468817085807911
0,0002516767890655325
0,06618816893818197
0,06293854768867689
0,09357772598122426
-0,01099593463074105
0,033713677371734405
-0,03701228138255561
-0,0048637567087295875
0,07836103694228505
-0,0006553592583806129
-0,012841353162444289
0,09355320873190992
0,07275168625295043
-0,026814137973710135
0,039658951911589135
0,07702132002128959
-0,039999115875376294
0,020224237868272404
0,059867182082258094
0,06277242874505962
0,0004001574951158161
0,09858205308371419
0,09120830951452039
-0,020162895571660244
-0,00976828517647551
-0,018991919112540785
-0,016875128289343337
0,05145052574460944
0,056709368361570776
0,0021926219238220033
0,07332469985727326
0,08524895251900795
-0,023656002410713677
0,06018716538254313
0,09056719959578786
0,05336869505937918
-0,05645995518115204
0,07441939657353619
0,0425470748837424
-0,04154914182708745
0,10597652336216201
0,024867503192289864
0,0017583856294747546
-0,0015248125624149021
0,05469454238406138
-0,02134515186194412
0,04351151490168753
-0,018528115396020756
-0,011378737277338775
0,10031652225816304
0,010167396955327417
0,058195328709624766
0,0630777892270665
-0,008465201564482768
0,04976730460051236
0,08626849703065127
